Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[4]     76.1    0.00   25.30  127165         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::move<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [4]
                0.01   25.28  127165/127165      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [5]
                0.00    0.01  254330/254330      std::_Miter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [52]
-----------------------------------------------
                0.01   25.28  127165/127165      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::move<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [4]
[5]     76.1    0.01   25.28  127165         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [5]
                0.01   25.27  127165/127165      std::string* std::__copy_move_a<true, std::string*, std::string*>(std::string*, std::string*, std::string*) [6]
                0.00    0.00  381495/381495      std::_Niter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [137]
                0.00    0.00  127165/1422895     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [118]
-----------------------------------------------
                0.01   25.27  127165/127165      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::__copy_move_a2<true, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [5]
[6]     76.1    0.01   25.27  127165         std::string* std::__copy_move_a<true, std::string*, std::string*>(std::string*, std::string*, std::string*) [6]
               14.74   10.53  127165/127165      std::string* std::__copy_move<true, false, std::random_access_iterator_tag>::__copy_m<std::string*, std::string*>(std::string*, std::string*, std::string*) [7]
-----------------------------------------------
               14.74   10.53  127165/127165      std::string* std::__copy_move_a<true, std::string*, std::string*>(std::string*, std::string*, std::string*) [6]
[7]     76.0   14.74   10.53  127165         std::string* std::__copy_move<true, false, std::random_access_iterator_tag>::__copy_m<std::string*, std::string*>(std::string*, std::string*, std::string*) [7]
               10.53    0.00 4195495986/4196290865     std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [8]
-----------------------------------------------
                0.00    0.00  133184/4196290865     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [11]
                0.00    0.00  133184/4196290865     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [44]
                0.00    0.00  133184/4196290865     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [74]
                0.00    0.00  133184/4196290865     std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string&&) [14]
                0.00    0.00  262143/4196290865     std::move_iterator<std::string*>::operator*() const [73]
               10.53    0.00 4195495986/4196290865     std::string* std::__copy_move<true, false, std::random_access_iterator_tag>::__copy_m<std::string*, std::string*>(std::string*, std::string*, std::string*) [7]
[8]     31.7   10.53    0.00 4196290865         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [8]
-----------------------------------------------
                0.02    3.09       1/1           main [1]
[9]      9.4    0.02    3.09       1         FindMatchIndexes() [9]
                1.15    0.00  133184/133184      std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [11]
                0.00    0.74  133184/133184      std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string&&) [14]
                0.72    0.00  133184/520680      std::vector<std::string, std::allocator<std::string> >::end() [10]
                0.00    0.16  786432/786432      void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
                0.10    0.02  786432/786432      std::vector<int, std::allocator<int> >::clear() [20]
                0.00    0.07 2359296/2359296     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [21]
                0.02    0.04  786432/786432      std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [22]
                0.00    0.03  786432/786432      bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [29]
                0.01    0.00  133184/133184      std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [44]
                0.00    0.01  133184/133184      std::to_string(int) [55]
                0.01    0.00 3145731/6292008     std::vector<int, std::allocator<int> >::end() [38]
                0.01    0.00 10768834/10768834     std::vector<int, std::allocator<int> >::operator[](unsigned long) [64]
                0.00    0.00  786432/3932479     std::vector<int, std::allocator<int> >::begin() [42]
                0.00    0.00  133184/133184      std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [74]
                0.00    0.00       4/13          std::vector<int, std::allocator<int> >::~vector() [83]
                0.00    0.00       3/291         std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [80]
                0.00    0.00 4851779/7997625     std::vector<int, std::allocator<int> >::size() const [106]
                0.00    0.00 2359299/2359302     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [112]
                0.00    0.00       5/20          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [198]
                0.00    0.00       3/6           std::vector<int, std::allocator<int> >::vector() [238]
                0.00    0.00       1/7           std::allocator<int>::allocator() [224]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [285]
                0.00    0.00       1/14          std::allocator<int>::~allocator() [208]
-----------------------------------------------
                0.72    0.00  133165/520680      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::vector<std::string, std::allocator<std::string> >::emplace<std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string&&) [15]
                0.72    0.00  133184/520680      FindMatchIndexes() [9]
                1.38    0.00  254331/520680      std::vector<std::string, std::allocator<std::string> >::erase(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >) [3]
[10]     8.5    2.82    0.00  520680         std::vector<std::string, std::allocator<std::string> >::end() [10]
                0.00    0.00  520680/1422895     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [118]
-----------------------------------------------
                1.15    0.00  133184/133184      FindMatchIndexes() [9]
[11]     3.4    1.15    0.00  133184         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [11]
                0.00    0.00  133184/4196290865     std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [8]
-----------------------------------------------
                1.02    0.00 652846268/652846268     DelSimEl() [2]
[12]     3.1    1.02    0.00 652846268         std::vector<std::string, std::allocator<std::string> >::operator[](unsigned long) [12]
-----------------------------------------------
                0.90    0.00 326423134/326423134     DelSimEl() [2]
[13]     2.7    0.90    0.00 326423134         __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [13]
                0.00    0.00 1442418/1442418     std::char_traits<char>::compare(char const*, char const*, unsigned long) [117]
-----------------------------------------------
                0.00    0.74  133184/133184      FindMatchIndexes() [9]
[14]     2.2    0.00    0.74  133184         std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string&&) [14]
                0.01    0.73  133184/133184      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::vector<std::string, std::allocator<std::string> >::emplace<std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string&&) [15]
                0.00    0.00  133184/4196290865     std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [8]
-----------------------------------------------
                0.01    0.73  133184/133184      std::vector<std::string, std::allocator<std::string> >::insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string&&) [14]
[15]     2.2    0.01    0.73  133184         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > std::vector<std::string, std::allocator<std::string> >::emplace<std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string&&) [15]
                0.72    0.00  133165/520680      std::vector<std::string, std::allocator<std::string> >::end() [10]
                0.00    0.01      19/19          void std::vector<std::string, std::allocator<std::string> >::_M_insert_aux<std::string>(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string&&) [45]
                0.00    0.00  133184/260369      std::vector<std::string, std::allocator<std::string> >::begin() [69]
                0.00    0.00  133184/133203      __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [147]
                0.00    0.00  133184/794898      std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [123]
                0.00    0.00  133184/1422895     __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [118]
                0.00    0.00  133165/133165      bool __gnu_cxx::operator==<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [154]
                0.00    0.00  133165/133184      decltype (_S_construct({parm#1}, {parm#2}, (forward<std::string>)({parm#3}))) std::allocator_traits<std::allocator<std::string> >::construct<std::string, std::string>(std::allocator<std::string>&, std::string*, std::string&&) [153]
-----------------------------------------------
                0.00    0.00      76/326435247     std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [89]
                0.61    0.00 326435171/326435247     DelSimEl() [2]
[16]     1.8    0.61    0.00 326435247         std::vector<std::string, std::allocator<std::string> >::size() const [16]
-----------------------------------------------
                0.00    0.16  786432/786432      FindMatchIndexes() [9]
[17]     0.5    0.00    0.16  786432         void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
                0.00    0.13  786432/786432      void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [18]
                0.01    0.01  786432/786432      void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long) [39]
                0.00    0.00  786432/4718912     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [24]
                0.00    0.00  786432/3145728     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [41]
                0.00    0.00  786432/786432      std::__lg(long) [130]
-----------------------------------------------
                0.00    0.13  786432/786432      void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
[18]     0.4    0.00    0.13  786432         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [18]
                0.04    0.08  786432/786432      void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [19]
                0.00    0.00  786432/4718912     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [24]
-----------------------------------------------
                0.04    0.08  786432/786432      void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [18]
[19]     0.4    0.04    0.08  786432         void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [19]
                0.02    0.01  919488/919488      void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [25]
                0.00    0.03  653376/653376      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::move_backward<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [26]
                0.00    0.01 2359296/3145728     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [41]
                0.01    0.00 4452480/7996992     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [34]
                0.00    0.00  786432/3145990     bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [32]
                0.00    0.00 1439808/1439808     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long const&) const [72]
                0.00    0.00 1572864/1572864     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [116]
                0.00    0.00 1306752/3408035     std::remove_reference<int&>::type&& std::move<int&>(int&) [110]
-----------------------------------------------
                0.10    0.02  786432/786432      FindMatchIndexes() [9]
[20]     0.4    0.10    0.02  786432         std::vector<int, std::allocator<int> >::clear() [20]
                0.00    0.02  786432/786432      std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [37]
-----------------------------------------------
                0.00    0.07 2359296/2359296     FindMatchIndexes() [9]
[21]     0.2    0.00    0.07 2359296         std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [21]
                0.01    0.01 2359296/4718912     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [24]
                0.00    0.01 2359293/3145990     bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [32]
                0.01    0.00 2359293/2359296     decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [47]
                0.01    0.00 2359296/3932479     std::vector<int, std::allocator<int> >::begin() [42]
                0.00    0.00 2359293/6292008     std::vector<int, std::allocator<int> >::end() [38]
                0.00    0.00 2359296/15463689     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [33]
                0.00    0.00       3/3           void std::vector<int, std::allocator<int> >::_M_insert_aux<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
-----------------------------------------------
                0.02    0.04  786432/786432      FindMatchIndexes() [9]
[22]     0.2    0.02    0.04  786432         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [22]
                0.00    0.03  786431/786431      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [28]
                0.01    0.00  786432/786432      __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_propagate_on_copy_assign() [68]
                0.00    0.00  786432/2359296     std::vector<int, std::allocator<int> >::begin() const [43]
                0.00    0.00  786431/3932479     std::vector<int, std::allocator<int> >::begin() [42]
                0.00    0.00  786431/6292008     std::vector<int, std::allocator<int> >::end() [38]
                0.00    0.00  786432/1572864     std::vector<int, std::allocator<int> >::end() const [71]
                0.00    0.00       1/786475      void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [36]
                0.00    0.00       1/1           int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [95]
                0.00    0.00 1572863/7997625     std::vector<int, std::allocator<int> >::size() const [106]
                0.00    0.00  786432/786432      std::vector<int, std::allocator<int> >::capacity() const [125]
                0.00    0.00  786432/1572972     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [115]
                0.00    0.00  786431/786431      void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&) [133]
                0.00    0.00       1/43          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [189]
-----------------------------------------------
                0.00    0.00       6/24767877     void std::vector<int, std::allocator<int> >::_M_insert_aux<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
                0.00    0.00      52/24767877     void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
                0.01    0.00 2746559/24767877     std::_Iter_base<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [56]
                0.02    0.00 6291456/24767877     bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [41]
                0.02    0.00 6291980/24767877     bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [32]
                0.02    0.00 9437824/24767877     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [24]
[23]     0.2    0.06    0.00 24767877         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       3/4718912     void std::vector<int, std::allocator<int> >::_M_insert_aux<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [88]
                0.00    0.00      26/4718912     void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [82]
                0.00    0.00     291/4718912     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::vector<int, std::allocator<int> >::emplace<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [81]
                0.00    0.00  786432/4718912     void std::sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [17]
                0.00    0.00  786432/4718912     void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long) [39]
                0.00    0.00  786432/4718912     void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [18]
                0.01    0.01 2359296/4718912     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [21]
[24]     0.1    0.03    0.02 4718912         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [24]
                0.02    0.00 9437824/24767877     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [23]
-----------------------------------------------
                0.02    0.01  919488/919488      void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [19]
[25]     0.1    0.02    0.01  919488         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [25]
                0.01    0.00 3544512/7996992     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [34]
